idstate,year,txrate,name,aland,ycoord,xcoord,land,state,price,pop,pop16,cpi,ndi,sales,pimin,comp,ppp,spp,mppp,ipc,ncom,lnprice,lnsales,lncomp,lnndi,lntxrate,lnland,lnpop,lnpop16,lncpi,lnminp,lnsales_lag,lnprice_lag,lnndi_lag,lncomp_lag,lntxrate_lag,lnland_lag,lnpop_lag,lnpop16_lag,lncpi_lag
MS,91,.18000001,Mississippi,121500000000,32.686466,-89.656151,46923.313,25,142.7,2639.3,1952.4,136.2,11528,105.6,137.39999,22702,1.047724,142.7525,1.008811,84.640244,166.6814,.046620101,4.961112,5.1160841,4.4384098,-1.714798,10.75627,7.8782692,7.5768151,4.914124,.0087719001,4.9244251,.068023302,4.4376431,5.1082382,-1.714798,10.75627,7.8709302,7.5695152,4.8729048
MS,92,.18000001,Mississippi,121500000000,32.686466,-89.656151,46923.313,25,160.8,2661.7,1978.8,140.3,13006,103.9,163.89999,24291,1.1461149,139.7567,1.168211,92.701347,173.13609,.1363783,4.9399028,5.154078,4.5293832,-1.714798,10.75627,7.8867202,7.5902462,4.9437828,.1554734,4.961112,.046620101,4.4384098,5.1160841,-1.714798,10.75627,7.8782692,7.5768151,4.914124
MO,63,.039999999,Missouri,178000000000,38.35075,-92.456779,68741.539,26,25.799999,4412,3064.2,30.6,2180.0547,133.2,24.1,7776,.8431372,191.7885,.78758168,71.243607,254.1176,-.1706256,5.256393,5.537797,4.2661052,-3.2188759,11.13811,8.3920832,8.0275421,3.421,-.2387882,,,,,,,,,
MO,64,.039999999,Missouri,178000000000,38.35075,-92.456779,68741.539,26,25.700001,4471,3103.8,31,2313.1147,130,25,8317,.8290323,187.26401,.80645162,74.616608,268.29031,-.1874962,5.2325191,5.5920701,4.3123631,-3.2188759,11.13811,8.4053679,8.0403824,3.4339869,-.2151114,5.256393,-.1706256,4.2661052,5.537797,-3.2188759,11.13811,8.3920832,8.0275421,3.421
MO,65,.039999999,Missouri,178000000000,38.35075,-92.456779,68741.539,26,26.1,4492,3125.8999,31.5,2486.6248,130.2,24.5,8956,.82857138,187.1008,.77777779,78.940468,284.3175,-.18805221,5.231647,5.6500921,4.3686938,-3.2188759,11.13811,8.4100533,8.0474777,3.4499879,-.2513144,5.2325191,-.1874962,4.3123631,5.5920701,-3.2188759,11.13811,8.4053679,8.0403824,3.4339869
MO,66,.039999999,Missouri,178000000000,38.35075,-92.456779,68741.539,26,26.200001,4567,3191.5,32.400002,2623.9429,139.3,24.700001,9867,.80864203,199.3367,.76234567,80.985893,304.53699,-.21239901,5.2949948,5.718792,4.3942752,-3.2188759,11.13811,8.4266119,8.0682459,3.478158,-.27135521,5.231647,-.18805221,4.3686938,5.6500921,-3.2188759,11.13811,8.4100533,8.0474777,3.4499879
MO,67,.039999999,Missouri,178000000000,38.35075,-92.456779,68741.539,26,27.5,4587,3218.5,33.400002,2772.97,138.3,25,10600,.82335317,197.1049,.74850303,83.023048,317.3653,-.19437,5.2837362,5.7600532,4.4191179,-3.2188759,11.13811,8.4309816,8.0766706,3.5085559,-.28968009,5.2949948,-.21239901,4.3942752,5.718792,-3.2188759,11.13811,8.4266119,8.0682459,3.478158
MO,68,.039999999,Missouri,178000000000,38.35075,-92.456779,68741.539,26,29.200001,4610,3258,34.799999,3018.8647,137.3,26.299999,11671,.83908051,194.2766,.75574708,86.748993,335.3736,-.1754486,5.2692828,5.8152452,4.4630189,-3.2188759,11.13811,8.4359827,8.0888691,3.5496171,-.2800484,5.2837362,-.19437,4.4191179,5.7600532,-3.2188759,11.13811,8.4309816,8.0766706,3.5085559
MO,69,.039999999,Missouri,178000000000,38.35075,-92.456779,68741.539,26,29.9,4651,3325.5,36.700001,3128.5061,137.2,27,12660,.8147139,191.88609,.73569483,85.245399,344.95911,-.2049183,5.2569022,5.8434262,4.4455342,-3.2188759,11.13811,8.4448376,8.109375,3.602777,-.3069399,5.2692828,-.1754486,4.4630189,5.8152452,-3.2188759,11.13811,8.4359827,8.0888691,3.5496171
MO,70,.090000004,Missouri,178000000000,38.35075,-92.456779,68741.539,26,36,4677,3352.5,38.799999,3389.3037,121.3,28.299999,13611,.92783499,169.22301,.72938138,87.353188,350.79901,-.074901298,5.131217,5.8602128,4.4699602,-2.4079461,11.13811,8.4504118,8.1174612,3.6584201,-.3155584,5.2569022,-.2049183,4.4455342,5.8434262,-3.2188759,11.13811,8.4448376,8.109375,3.602777
MO,71,.090000004,Missouri,178000000000,38.35075,-92.456779,68741.539,26,36.799999,4717,3413.2,40.5,3624.5537,127.6,30.1,14527,.90864187,176.3416,.7432099,89.495163,358.69131,-.0958042,5.1724229,5.882462,4.494184,-2.4079461,11.13811,8.4589281,8.1354055,3.7013021,-.2967768,5.131217,-.074901298,4.4699602,5.8602128,-2.4079461,11.13811,8.4504118,8.1174612,3.6584201
MO,72,.090000004,Missouri,178000000000,38.35075,-92.456779,68741.539,26,37.700001,4745,3458.5,41.799999,3848.0945,130,30.6,15717,.90191388,178.3577,.73205751,92.059677,376.00479,-.1032362,5.1837912,5.9296021,4.5224371,-2.4079461,11.13811,8.4648466,8.1485901,3.7328961,-.31189629,5.1724229,-.0958042,4.494184,5.882462,-2.4079461,11.13811,8.4589281,8.1354055,3.7013021
MO,73,.090000004,Missouri,178000000000,38.35075,-92.456779,68741.539,26,37.700001,4763,3501.8999,44.400002,4351.5933,132.10001,30.6,17298,.8490991,179.67171,.6891892,98.00885,389.5946,-.1635794,5.1911311,5.965106,4.5850582,-2.4079461,11.13811,8.4686327,8.1610613,3.7932401,-.37223941,5.1837912,-.1032362,4.5224371,5.9296021,-2.4079461,11.13811,8.4648466,8.1485901,3.7328961
MO,74,.090000004,Missouri,178000000000,38.35075,-92.456779,68741.539,26,38,4771,3542.3,49.299999,4610.2622,135.39999,31.5,18768,.77079111,182.36549,.63894522,93.51445,380.6897,-.26033789,5.2060132,5.9419851,4.538116,-2.4079461,11.13811,8.4703112,8.1725311,3.8979239,-.44793659,5.1911311,-.1635794,4.5850582,5.965106,-2.4079461,11.13811,8.4686327,8.1610613,3.7932401
MO,75,.090000004,Missouri,178000000000,38.35075,-92.456779,68741.539,26,43.5,4779,3578,53.799999,5041.3765,135.60001,33.299999,19877,.80855018,181.1158,.61895913,93.705887,369.461,-.21251249,5.1991372,5.912045,4.5401611,-2.4079461,11.13811,8.4719868,8.182559,3.9852729,-.479716,5.2060132,-.26033789,4.538116,5.9419851,-2.4079461,11.13811,8.4703112,8.1725311,3.8979239
MO,76,.090000004,Missouri,178000000000,38.35075,-92.456779,68741.539,26,44.700001,4804,3628.1001,56.900002,5443.75,139.5,36,22256,.78558868,184.7132,.63268888,95.672234,391.1423,-.2413218,5.2188039,5.9690709,4.5609279,-2.4079461,11.13811,8.4772043,8.1964645,4.041296,-.4577764,5.1991372,-.21251249,4.5401611,5.912045,-2.4079461,11.13811,8.4719868,8.182559,3.9852729
MO,77,.090000004,Missouri,178000000000,38.35075,-92.456779,68741.539,26,45.900002,4823,3667.6001,60.599998,6035.6006,140.8,36.900002,24794,.75742579,185.1561,.60891092,99.597366,409.14191,-.27782971,5.221199,6.0140619,4.6011362,-2.4079461,11.13811,8.4811516,8.2072926,4.1042948,-.49608329,5.2188039,-.2413218,4.5609279,5.9690709,-2.4079461,11.13811,8.4772043,8.1964645,4.041296
MO,78,.090000004,Missouri,178000000000,38.35075,-92.456779,68741.539,26,49.900002,4847,3707.2,65.199997,6645.5474,141.8,41.400002,27826,.76533753,185.3972,.63496941,101.9256,426.77921,-.26743841,5.2225008,6.0562668,4.6242428,-2.4079461,11.13811,8.4861155,8.2180319,4.1774588,-.45417851,5.221199,-.27782971,4.6011362,6.0140619,-2.4079461,11.13811,8.4811516,8.2072926,4.1042948
MO,79,.090000004,Missouri,178000000000,38.35075,-92.456779,68741.539,26,52.200001,4867,3739.8999,72.599998,7398.1348,140.2,43.400002,30870,.71900833,182.4523,.5977962,101.9027,425.2066,-.32988241,5.2064891,6.0525751,4.6240182,-2.4079461,11.13811,8.4902334,8.2268143,4.284965,-.51450539,5.2225008,-.26743841,4.6242428,6.0562668,-2.4079461,11.13811,8.4861155,8.2180319,4.1774588
MO,80,.090000004,Missouri,178000000000,38.35075,-92.456779,68741.539,26,57.299999,4917,3764,82.400002,7856.9258,142.10001,46.299999,33197,.69538832,185.62849,.56189322,95.351044,402.87619,-.36328489,5.2237468,5.99863,4.5575652,-2.4079461,11.13811,8.5004539,8.2332373,4.4115849,-.57644361,5.2064891,-.32988241,4.6240182,6.0525751,-2.4079461,11.13811,8.4902334,8.2268143,4.284965
MO,81,.090000004,Missouri,178000000000,38.35075,-92.456779,68741.539,26,59.900002,4941,3788.1001,90.900002,8681.8975,140.5,49.400002,36001,.65896589,183.26089,.54345429,95.510422,396.0506,-.4170835,5.2109108,5.9815421,4.559236,-2.4079461,11.13811,8.5053234,8.2396202,4.5097599,-.60980958,5.2237468,-.36328489,4.5575652,5.99863,-2.4079461,11.13811,8.5004539,8.2332373,4.4115849
MO,82,.090000004,Missouri,178000000000,38.35075,-92.456779,68741.539,26,64.699997,4951,3797.8,96.5,9133.2373,139.7,56.299999,37841,.6704663,182.1198,.58341968,94.644943,392.1347,-.39978179,5.2046652,5.9716048,4.5501318,-2.4079461,11.13811,8.5073452,8.242177,4.5695429,-.53884852,5.2109108,-.4170835,4.559236,5.9815421,-2.4079461,11.13811,8.5053234,8.2396202,4.5097599
MO,83,.13,Missouri,178000000000,38.35075,-92.456779,68741.539,26,74.800003,4970,3817.1001,99.599998,9800.666,134.10001,66.400002,40387,.75100398,174.603,.66666669,98.400261,405.492,-.28634429,5.1625152,6.0051012,4.5890441,-2.040221,11.13811,8.5111752,8.2472467,4.601162,-.4054651,5.2046652,-.39978179,4.5501318,5.9716048,-2.4079461,11.13811,8.5073452,8.242177,4.5695429
MO,84,.13,Missouri,178000000000,38.35075,-92.456779,68741.539,26,84.800003,5008,3850.8,103.9,10675.668,130,75.400002,44465,.81616938,169.06619,.72569782,102.7495,427.95959,-.2031333,5.13029,6.0590291,4.6322942,-2.040221,11.13811,8.5187922,8.2560358,4.6434288,-.32062161,5.1625152,-.28634429,4.5890441,6.0051012,-2.040221,11.13811,8.5111752,8.2472467,4.601162
MO,85,.13,Missouri,178000000000,38.35075,-92.456779,68741.539,26,93.699997,5034,3881.6001,107.6,11363.322,129.2,79.300003,47640,.87081778,167.55791,.7369889,105.6071,442.75089,-.1383225,5.1213288,6.093008,4.6597261,-2.040221,11.13811,8.5239706,8.2640028,4.678421,-.30518249,5.13029,-.2031333,4.6322942,6.0590291,-2.040221,11.13811,8.5187922,8.2560358,4.6434288
MO,86,.13,Missouri,178000000000,38.35075,-92.456779,68741.539,26,101.9,5064,3914.3999,109.6,11942.399,128.8,85.400002,50456,.92974448,166.6266,.7791971,108.9635,460.36499,-.072845399,5.115756,6.13202,4.6910129,-2.040221,11.13811,8.529912,8.2724171,4.6968369,-.2494913,5.1213288,-.1383225,4.6597261,6.093008,-2.040221,11.13811,8.5239706,8.2640028,4.678421
MO,87,.13,Missouri,178000000000,38.35075,-92.456779,68741.539,26,108.5,5103,3952,113.6,12519.347,128.7,90.5,53489,.95510572,166.1832,.79665488,110.2055,470.85391,-.045933299,5.113091,6.1545482,4.7023468,-2.040221,11.13811,8.5375843,8.2819767,4.7326841,-.22733361,5.115756,-.072845399,4.6910129,6.13202,-2.040221,11.13811,8.529912,8.2724171,4.6968369
MO,88,.13,Missouri,178000000000,38.35075,-92.456779,68741.539,26,114.6,5141,3984,118.3,13240,127.4,94.400002,56940,.96872348,164.3985,.79797119,111.9188,481.3187,-.031776,5.102293,6.1765289,4.7177739,-2.040221,11.13811,8.5450029,8.2900419,4.7732239,-.22568271,5.113091,-.045933299,4.7023468,6.1545482,-2.040221,11.13811,8.5375843,8.2819767,4.7326841
MO,89,.13,Missouri,178000000000,38.35075,-92.456779,68741.539,26,118.9,5159,3998,124,14008,122.8,103.8,60079,.95887101,158.46049,.83709681,112.9677,484.50809,-.041998699,5.065506,6.1831341,4.7271018,-2.040221,11.13811,8.5484982,8.2935495,4.820282,-.1778156,5.102293,-.031776,4.7177739,6.1765289,-2.040221,11.13811,8.5450029,8.2900419,4.7732239
MO,90,.13,Missouri,178000000000,38.35075,-92.456779,68741.539,26,129.10001,5180.2998,4014.5,130.7,14956,119.1,115.6,63457,.98775828,153.68629,.88446832,114.43,485.51639,-.0123173,5.034914,6.1852131,4.7399631,-2.040221,11.13811,8.552618,8.2976685,4.8729048,-.1227687,5.065506,-.041998699,4.7271018,6.1831341,-2.040221,11.13811,8.5484982,8.2935495,4.820282
MO,91,.13,Missouri,178000000000,38.35075,-92.456779,68741.539,26,132.5,5221.7998,4031.8,136.2,15331,119.9,120.5,65392,.97283411,155.28889,.88472837,112.5624,480.11749,-.027541701,5.0452871,6.1740308,4.7235079,-2.040221,11.13811,8.5605974,8.3019686,4.914124,-.1224746,5.034914,-.0123173,4.7399631,6.1852131,-2.040221,11.13811,8.552618,8.2976685,4.8729048
MO,92,.13,Missouri,178000000000,38.35075,-92.456779,68741.539,26,153.10001,5257.2002,4062.3999,140.3,16742,122.3,135.8,69600,1.091233,158.2699,.96792579,119.33,496.0798,.087308399,5.064302,6.206737,4.7818928,-2.040221,11.13811,8.5673542,8.3095293,4.9437828,-.032599799,5.0452871,-.027541701,4.7235079,6.1740308,-2.040221,11.13811,8.5605974,8.3019686,4.914124
MT,63,.079999998,Montana,377000000000,47.051178,-109.63482,145546.06,27,30.5,701,461.60001,30.6,2079.7832,118.9,26.200001,1013,.996732,180.5652,.85620922,67.966766,33.10458,-.0032734,5.1960921,3.499671,4.2190189,-2.5257289,11.88825,6.5525079,6.1346989,3.421,-.1552406,,,,,,,,,
MT,64,.079999998,Montana,377000000000,47.051178,-109.63482,145546.06,27,30.799999,703,465.5,31,2136.7209,112.8,26.200001,1056,.99354827,170.351,.84516132,68.926483,34.064522,-.0064726002,5.1378608,3.5282559,4.2330399,-2.5257289,11.88825,6.555357,6.1431122,3.4339869,-.16822781,5.1960921,-.0032734,4.2190189,3.499671,-2.5257289,11.88825,6.5525079,6.1346989,3.421
MT,65,.079999998,Montana,377000000000,47.051178,-109.63482,145546.06,27,31,703,467.39999,31.5,2292.0061,118,26.1,1123,.98412699,177.47971,.82857138,72.7621,35.650791,-.016000301,5.1788559,3.573771,4.2871952,-2.5257289,11.88825,6.555357,6.1471848,3.4499879,-.18805221,5.1378608,-.0064726002,4.2330399,3.5282559,-2.5257289,11.88825,6.555357,6.1431122,3.4339869
MT,66,.079999998,Montana,377000000000,47.051178,-109.63482,145546.06,27,30.9,703,471.20001,32.400002,2446.2556,114.9,26.5,1199,.95370358,171.4234,.81790119,75.501717,37.006168,-.0474023,5.144136,3.6110849,4.3241549,-2.5257289,11.88825,6.555357,6.155282,3.478158,-.2010137,5.1788559,-.016000301,4.2871952,3.573771,-2.5257289,11.88825,6.555357,6.1471848,3.4499879
MT,67,.079999998,Montana,377000000000,47.051178,-109.63482,145546.06,27,31.299999,699,472.20001,33.400002,2514.5811,118,27.4,1238,.93712568,174.67599,.82035917,75.286858,37.065868,-.064937897,5.1629329,3.6126969,4.3213062,-2.5257289,11.88825,6.5496511,6.157403,3.5085559,-.1980129,5.144136,-.0474023,4.3241549,3.6110849,-2.5257289,11.88825,6.555357,6.155282,3.478158
MT,68,.079999998,Montana,377000000000,47.051178,-109.63482,145546.06,27,32.400002,696,475.10001,34.799999,2639.8442,116.1,32,1306,.93103462,170.08121,.91954023,75.857597,37.52874,-.071458898,5.1362758,3.625107,4.3288579,-2.5257289,11.88825,6.5453501,6.1635251,3.5496171,-.083881497,5.1629329,-.064937897,4.3213062,3.6126969,-2.5257289,11.88825,6.5496511,6.157403,3.5085559
MT,69,.079999998,Montana,377000000000,47.051178,-109.63482,145546.06,27,32.599998,694,471.20001,36.700001,2789.9531,117.4,31.9,1407,.88828331,172.9109,.86920983,76.020523,38.337879,-.1184645,5.1527758,3.6464379,4.3310032,-2.5257289,11.88825,6.5424719,6.155282,3.602777,-.1401708,5.1362758,-.071458898,4.3288579,3.625107,-2.5257289,11.88825,6.5453501,6.1635251,3.5496171
MT,70,.079999998,Montana,377000000000,47.051178,-109.63482,145546.06,27,34,694,482.79999,38.799999,3091.2061,111.2,33.799999,1529,.87628871,159.84419,.87113398,79.670258,39.407219,-.13205969,5.0742002,3.673949,4.3778958,-2.5257289,11.88825,6.5424719,6.1796031,3.6584201,-.13795941,5.1527758,-.1184645,4.3310032,3.6464379,-2.5257289,11.88825,6.5424719,6.155282,3.602777
MT,71,.12,Montana,377000000000,47.051178,-109.63482,145546.06,27,34.700001,710,501.10001,40.5,3224.751,115.6,33.599998,1672,.85679013,163.7917,.8296296,79.623482,41.283951,-.15456229,5.0985951,3.720474,4.3773088,-2.1202641,11.88825,6.5652652,6.216805,3.7013021,-.18677589,5.0742002,-.13205969,4.3778958,3.673949,-2.5257289,11.88825,6.5424719,6.1796031,3.6584201
MT,72,.12,Montana,377000000000,47.051178,-109.63482,145546.06,27,40.099998,718,511.70001,41.799999,3686.4648,122.2,33.700001,1871,.95933008,171.4669,.80622011,88.19294,44.760769,-.04152,5.1443901,3.801332,4.479527,-2.1202641,11.88825,6.5764689,6.2377391,3.7328961,-.21539851,5.0985951,-.15456229,4.3773088,3.720474,-2.1202641,11.88825,6.5652652,6.216805,3.7013021
MT,73,.12,Montana,377000000000,47.051178,-109.63482,145546.06,27,40.900002,726,523.29999,44.400002,4281.7241,119.9,34.400002,2119,.92117119,166.3432,.77477479,96.435226,47.72522,-.082109399,5.1140528,3.8654599,4.568871,-2.1202641,11.88825,6.5875502,6.2601552,3.7932401,-.25518289,5.1443901,-.04152,4.479527,3.801332,-2.1202641,11.88825,6.5764689,6.2377391,3.7328961
MT,74,.12,Montana,377000000000,47.051178,-109.63482,145546.06,27,41.799999,735,534.79999,49.299999,4548.814,121.9,35.799999,2399,.84787017,167.5327,.72616631,92.268044,48.661259,-.1650278,5.1211791,3.8848829,4.5246978,-2.1202641,11.88825,6.5998712,6.2818928,3.8979239,-.31997621,5.1140528,-.082109399,4.568871,3.8654599,-2.1202641,11.88825,6.5875502,6.2601552,3.7932401
MT,75,.12,Montana,377000000000,47.051178,-109.63482,145546.06,27,43.700001,747,548.29999,53.799999,4888.3706,123.7,38.599998,2644,.81226772,168.528,.71747208,90.861908,49.144981,-.20792539,5.1271019,3.8947749,4.5093408,-2.1202641,11.88825,6.616065,6.3068228,3.9852729,-.33202121,5.1211791,-.1650278,4.5246978,3.8848829,-2.1202641,11.88825,6.5998712,6.2818928,3.8979239
MT,76,.12,Montana,377000000000,47.051178,-109.63482,145546.06,27,45.299999,756,559.90002,56.900002,5151.3198,124.9,42.5,2977,.79613352,168.6451,.7469244,90.53286,52.319859,-.22798841,5.1277971,3.957376,4.505713,-2.1202641,11.88825,6.6280408,6.3277578,4.041296,-.29179129,5.1271019,-.20792539,4.5093408,3.8947749,-2.1202641,11.88825,6.616065,6.3068228,3.9852729
MT,77,.12,Montana,377000000000,47.051178,-109.63482,145546.06,27,47.599998,768,572.40002,60.599998,5470.1714,127,43.400002,3347,.78547847,170.3983,.71617168,90.266853,55.23103,-.2414622,5.1381388,4.0115252,4.5027699,-2.1202641,11.88825,6.6437898,6.3498378,4.1042948,-.33383539,5.1277971,-.22798841,4.505713,3.957376,-2.1202641,11.88825,6.6280408,6.3277578,4.041296
MT,78,.12,Montana,377000000000,47.051178,-109.63482,145546.06,27,51.900002,780,584.90002,65.199997,6344.9434,127.2,49.799999,3837,.79601228,169.629,.76380372,97.315086,58.849701,-.22814059,5.1336141,4.074986,4.5779538,-2.1202641,11.88825,6.6592941,6.3714409,4.1774588,-.26944441,5.1381388,-.2414622,4.5027699,4.0115252,-2.1202641,11.88825,6.6437898,6.3498378,4.1042948
MT,79,.12,Montana,377000000000,47.051178,-109.63482,145546.06,27,53.700001,786,591.70001,72.599998,6767.3184,120.3,51.700001,4292,.73966938,159.8036,.71212119,93.213753,59.118462,-.30155191,5.073946,4.0795431,4.5348949,-2.1202641,11.88825,6.6669569,6.3829999,4.284965,-.3395071,5.1336141,-.22814059,4.5779538,4.074986,-2.1202641,11.88825,6.6592941,6.3714409,4.1774588
MT,80,.12,Montana,377000000000,47.051178,-109.63482,145546.06,27,56.700001,787,590.70001,82.400002,7466.1011,122,55.299999,4640,.68810678,162.54269,.67111647,90.608017,56.31068,-.37381119,5.090941,4.0308838,4.5065432,-2.1202641,11.88825,6.6682281,6.3813081,4.4115849,-.39881259,5.073946,-.30155191,4.5348949,4.0795431,-2.1202641,11.88825,6.6669569,6.3829999,4.284965
MT,81,.12,Montana,377000000000,47.051178,-109.63482,145546.06,27,60.400002,793,593.59998,90.900002,8322.2383,121.1,55.900002,5095,.66446638,161.7795,.6149615,91.553772,56.05061,-.40877089,5.0862341,4.0262551,4.5169258,-2.1202641,11.88825,6.6758232,6.3862062,4.5097599,-.48619559,5.090941,-.37381119,4.5065432,4.0308838,-2.1202641,11.88825,6.6682281,6.3813081,4.4115849
MT,82,.12,Montana,377000000000,47.051178,-109.63482,145546.06,27,65.699997,801,599.40002,96.5,8779.8115,122.4,64.300003,5259,.68082899,163.5676,.66632128,90.982513,54.49741,-.38444409,5.0972261,3.998153,4.5106668,-2.1202641,11.88825,6.6858611,6.3959289,4.5695429,-.4059833,5.0862341,-.40877089,4.5169258,4.0262551,-2.1202641,11.88825,6.6758232,6.3862062,4.5097599
MT,83,.12,Montana,377000000000,47.051178,-109.63482,145546.06,27,77.199997,817,611,99.599998,8956.8369,113.7,71,5511,.77510041,152.03419,.71285141,89.928093,55.331329,-.25476271,5.024106,4.013339,4.4990101,-2.1202641,11.88825,6.7056389,6.4150972,4.601162,-.33848229,5.0972261,-.38444409,4.5106668,3.998153,-2.1202641,11.88825,6.6858611,6.3959289,4.5695429
MT,84,.16,Montana,377000000000,47.051178,-109.63482,145546.06,27,91.300003,824,616.70001,103.9,9446.502,110.1,81.699997,5771,.87872958,147.1095,.78633302,90.919167,55.543789,-.12927809,4.9911771,4.0171719,4.5099711,-1.832582,11.88825,6.71417,6.4243832,4.6434288,-.240375,5.024106,-.25476271,4.4990101,4.013339,-2.1202641,11.88825,6.7056389,6.4150972,4.601162
MT,85,.16,Montana,377000000000,47.051178,-109.63482,145546.06,27,95.5,825,618.70001,107.6,9765.3535,103.6,87.400002,5862,.88754648,138.1445,.81226772,90.756073,54.479549,-.1192944,4.9282999,3.9978249,4.5081749,-1.832582,11.88825,6.715384,6.4276199,4.678421,-.20792539,4.9911771,-.12927809,4.5099711,4.0171719,-1.832582,11.88825,6.71417,6.4243832,4.6434288
MT,86,.16,Montana,377000000000,47.051178,-109.63482,145546.06,27,102,817,614.79999,109.6,10476.559,97.800003,97.800003,5806,.93065703,129.96519,.89233577,95.589043,52.974449,-.071864501,4.8672671,3.96981,4.5600581,-1.832582,11.88825,6.7056389,6.4212971,4.6968369,-.1139127,4.9282999,-.1192944,4.5081749,3.9978249,-1.832582,11.88825,6.715384,6.4276199,4.678421
MT,87,.16,Montana,377000000000,47.051178,-109.63482,145546.06,27,106.2,809,610,113.6,10846.137,91.699997,102.7,5962,.93485922,121.6152,.90404928,95.476547,52.482399,-.067359403,4.8008618,3.9604781,4.5588808,-1.832582,11.88825,6.6957989,6.4134588,4.7326841,-.1008714,4.8672671,-.071864501,4.5600581,3.96981,-1.832582,11.88825,6.7056389,6.4212971,4.6968369
MT,88,.16,Montana,377000000000,47.051178,-109.63482,145546.06,27,115.3,805,608,118.3,11371,87.099998,112.9,6302,.97464073,115.3215,.95435327,96.120033,53.271339,-.0256864,4.7477241,3.975399,4.565598,-1.832582,11.88825,6.6908422,6.4101748,4.7732239,-.046721298,4.8008618,-.067359403,4.5588808,3.9604781,-1.832582,11.88825,6.6957989,6.4134588,4.7326841
MT,89,.16,Montana,377000000000,47.051178,-109.63482,145546.06,27,123,806,610,124,12390,86.199997,118.6,6643,.99193549,113.897,.95645159,99.919357,53.572578,-.0080971997,4.7352948,3.9810369,4.604363,-1.832582,11.88825,6.6920838,6.4134588,4.820282,-.044525102,4.7477241,-.0256864,4.565598,3.975399,-1.832582,11.88825,6.6908422,6.4101748,4.7732239
MT,90,.16,Montana,377000000000,47.051178,-109.63482,145546.06,27,140.39999,805,609.20001,130.7,13318,84.699997,129.5,7098,1.074216,111.923,.99081868,101.8975,54.307579,.0715909,4.7178111,3.994664,4.6239672,-1.832582,11.88825,6.6908422,6.412147,4.8729048,-.0092236996,4.7352948,-.0080971997,4.604363,3.9810369,-1.832582,11.88825,6.6920838,6.4134588,4.820282
MT,91,.18000001,Montana,377000000000,47.051178,-109.63482,145546.06,27,143.60001,814.09998,618.40002,136.2,14079,82.900002,127,7594,1.054332,109.1347,.93245232,103.37,55.756241,.052907299,4.6925831,4.0209889,4.6383152,-1.714798,11.88825,6.7020831,6.427135,4.914124,-.069937304,4.7178111,.0715909,4.6239672,3.994664,-1.832582,11.88825,6.6908422,6.412147,4.8729048
MT,92,.18000001,Montana,377000000000,47.051178,-109.63482,145546.06,27,163.5,830.20001,632.59998,140.3,15490,86.599998,155.10001,8198,1.16536,113.6505,1.1054879,110.4063,58.431931,.15302999,4.7331281,4.067863,4.7041669,-1.714798,11.88825,6.7216668,6.4498382,4.9437828,.1002871,4.6925831,.052907299,4.6383152,4.0209889,-1.714798,11.88825,6.7020831,6.427135,4.914124
NE,63,.059999999,Nebraska,199000000000,41.543812,-99.812325,76823.695,28,25.799999,1468,1002.9,30.6,2055.0955,118.5,25.799999,2092,.8431372,173.455,.8431372,67.159981,68.366013,-.1706256,5.1559181,4.2248759,4.207078,-2.813411,11.24927,7.291656,6.9106512,3.421,-.1706256,,,,,,,,,
NE,64,.059999999,Nebraska,199000000000,41.543812,-99.812325,76823.695,28,27.5,1471,1005.8,31,2135.9253,106.3,25.6,2205,.88709682,155.46561,.82580638,68.900818,71.129044,-.1198012,5.0464239,4.2644958,4.2326679,-2.813411,11.24927,7.2936978,6.913538,3.4339869,-.1913949,5.1559181,-.1706256,4.207078,4.2248759,-2.813411,11.24927,7.291656,6.9106512,3.421
NE,65,.079999998,Nebraska,199000000000,41.543812,-99.812325,76823.695,28,27.6,1459,1001,31.5,2395.5906,110.5,26.1,2303,.87619048,161.0584,.82857138,76.050491,73.111107,-.13217179,5.0817671,4.2919798,4.331398,-2.5257289,11.24927,7.2855072,6.9087548,3.4499879,-.18805221,5.0464239,-.1198012,4.2326679,4.2644958,-2.813411,11.24927,7.2936978,6.913538,3.4339869
NE,66,.079999998,Nebraska,199000000000,41.543812,-99.812325,76823.695,28,29.6,1442,993.20001,32.400002,2588.5715,106.1,26.200001,2475,.91358018,154.0437,.80864203,79.89418,76.388893,-.090384103,5.0372362,4.3358369,4.380703,-2.5257289,11.24927,7.273787,6.9009318,3.478158,-.21239901,5.0817671,-.13217179,4.331398,4.2919798,-2.5257289,11.24927,7.2855072,6.9087548,3.4499879
NE,67,.079999998,Nebraska,199000000000,41.543812,-99.812325,76823.695,28,31.4,1443,1000,33.400002,2670.4116,110,27.4,2671,.94011968,158.73,.82035917,79.952438,79.970047,-.061748099,5.067204,4.3816519,4.3814321,-2.5257289,11.24927,7.2744789,6.9077549,3.5085559,-.1980129,5.0372362,-.090384103,4.380703,4.3358369,-2.5257289,11.24927,7.273787,6.9009318,3.478158
NE,68,.079999998,Nebraska,199000000000,41.543812,-99.812325,76823.695,28,33.200001,1453,1016.5,34.799999,2801.76,109.5,29.200001,2938,.954023,156.5209,.83908051,80.510353,84.425293,-.047067501,5.0531902,4.4358668,4.3883858,-2.5257289,11.24927,7.2813859,6.9241199,3.5496171,-.1754486,5.067204,-.061748099,4.3814321,4.3816519,-2.5257289,11.24927,7.2744789,6.9077549,3.5085559
